DataYear|DistrictCouNum|DistrictCountyName|districtNumber|districtType|DistrictName|schoolNumber|SchoolName|ECSUNumber|EconomicDevelopmentRegion|Grade|K12Enr|FreeK12|RedK12|LEPIdentifiedK12|LEPServedK12|SPEK12|PK12Enr|FreePK12|RedPK12|LEPIdentifiedPK12|LEPServedPK12|SPEPK12|SchoolLocationCountyNumber|SchoolLocationCountyName|MinMaxGrade|SchoolClassification
12-13|39|Lake of the Woods                            |0390|01|LAKE OF THE WOODS SCHOOL DISTRICT  |224|LAKE OF THE WOODS ELEMENTARY       |01|02|All Grades|265|117|36|||31|274|122|36|||40|39|Lake of the Woods                            |PK-06|10
12-13|40|Le Sueur                                     |0391|01|CLEVELAND PUBLIC SCHOOL DISTRICT   |010|CLEVELAND ELEMENTARY               |09|09|PK|||||||3|1||||3|40|Le Sueur                                     |PK-06|10
12-13|40|Le Sueur                                     |0391|01|CLEVELAND PUBLIC SCHOOL DISTRICT   |010|CLEVELAND ELEMENTARY               |09|09|KG|38|12|3|||2|38|12|3|||2|40|Le Sueur                                     |PK-06|10
12-13|40|Le Sueur                                     |0391|01|CLEVELAND PUBLIC SCHOOL DISTRICT   |010|CLEVELAND ELEMENTARY               |09|09|01|29|10|5|||3|29|10|5|||3|40|Le Sueur                                     |PK-06|10
12-13|40|Le Sueur                                     |0391|01|CLEVELAND PUBLIC SCHOOL DISTRICT   |010|CLEVELAND ELEMENTARY               |09|09|02|33|7|2|||3|33|7|2|||3|40|Le Sueur                                     |PK-06|10
12-13|40|Le Sueur                                     |0391|01|CLEVELAND PUBLIC SCHOOL DISTRICT   |010|CLEVELAND ELEMENTARY               |09|09|03|33|10|2|||3|33|10|2|||3|40|Le Sueur                                     |PK-06|10
12-13|40|Le Sueur                                     |0391|01|CLEVELAND PUBLIC SCHOOL DISTRICT   |010|CLEVELAND ELEMENTARY               |09|09|04|36|8|6|||4|36|8|6|||4|40|Le Sueur                                     |PK-06|10
12-13|40|Le Sueur                                     |0391|01|CLEVELAND PUBLIC SCHOOL DISTRICT   |010|CLEVELAND ELEMENTARY               |09|09|05|41|9|5|||2|41|9|5|||2|40|Le Sueur                                     |PK-06|10
12-13|40|Le Sueur                                     |0391|01|CLEVELAND PUBLIC SCHOOL DISTRICT   |010|CLEVELAND ELEMENTARY               |09|09|06|35|8|3|||3|35|8|3|||3|40|Le Sueur                                     |PK-06|10
12-13|40|Le Sueur                                     |0391|01|CLEVELAND PUBLIC SCHOOL DISTRICT   |010|CLEVELAND ELEMENTARY               |09|09|All Grades|245|64|26|||20|248|65|26|||23|40|Le Sueur                                     |PK-06|10
12-13|40|Le Sueur                                     |0391|01|CLEVELAND PUBLIC SCHOOL DISTRICT   |020|CLEVELAND SECONDARY                |09|09|07|38|6|7|||5|38|6|7|||5|40|Le Sueur                                     |07-12|33
12-13|40|Le Sueur                                     |0391|01|CLEVELAND PUBLIC SCHOOL DISTRICT   |020|CLEVELAND SECONDARY                |09|09|08|36|7|2|||3|36|7|2|||3|40|Le Sueur                                     |07-12|33
12-13|40|Le Sueur                                     |0391|01|CLEVELAND PUBLIC SCHOOL DISTRICT   |020|CLEVELAND SECONDARY                |09|09|09|23|8||||3|23|8||||3|40|Le Sueur                                     |07-12|33
12-13|40|Le Sueur                                     |0391|01|CLEVELAND PUBLIC SCHOOL DISTRICT   |020|CLEVELAND SECONDARY                |09|09|10|23|5|2|||2|23|5|2|||2|40|Le Sueur                                     |07-12|33
12-13|40|Le Sueur                                     |0391|01|CLEVELAND PUBLIC SCHOOL DISTRICT   |020|CLEVELAND SECONDARY                |09|09|11|35|7||||2|35|7||||2|40|Le Sueur                                     |07-12|33
12-13|40|Le Sueur                                     |0391|01|CLEVELAND PUBLIC SCHOOL DISTRICT   |020|CLEVELAND SECONDARY                |09|09|12|37|3|2|||2|37|3|2|||2|40|Le Sueur                                     |07-12|33
12-13|40|Le Sueur                                     |0391|01|CLEVELAND PUBLIC SCHOOL DISTRICT   |020|CLEVELAND SECONDARY                |09|09|All Grades|192|36|13|||17|192|36|13|||17|40|Le Sueur                                     |07-12|33
12-13|03|Becker                                       |0397|52|LAKE AGASSIZ SPECIAL ED. COOP.     |010|LAKE AGASSIZ SPECIAL ED. COOP.     |04|04|PK|||||||37|16|3|||37|03|Becker                                       |PK-PK|50
12-13|03|Becker                                       |0397|52|LAKE AGASSIZ SPECIAL ED. COOP.     |010|LAKE AGASSIZ SPECIAL ED. COOP.     |04|04|All Grades|||||||37|16|3|||37|03|Becker                                       |PK-PK|50
12-13|03|Becker                                       |0397|52|LAKE AGASSIZ SPECIAL ED. COOP.     |011|INTENSIVE INTERAGENCY PROGRAM      |04|04|08|3|2|1|||3|3|2|1|||3|14|Clay                                         |08-10|50
12-13|03|Becker                                       |0397|52|LAKE AGASSIZ SPECIAL ED. COOP.     |011|INTENSIVE INTERAGENCY PROGRAM      |04|04|09|1|1||||1|1|1||||1|14|Clay                                         |08-10|50
12-13|03|Becker                                       |0397|52|LAKE AGASSIZ SPECIAL ED. COOP.     |011|INTENSIVE INTERAGENCY PROGRAM      |04|04|10|2|2||||2|2|2||||2|14|Clay                                         |08-10|50
12-13|03|Becker                                       |0397|52|LAKE AGASSIZ SPECIAL ED. COOP.     |011|INTENSIVE INTERAGENCY PROGRAM      |04|04|All Grades|6|5|1|||6|6|5|1|||6|14|Clay                                         |08-10|50
12-13|75|Stevens                                      |0398|52|MIDWEST SPECIAL EDUCATION COOP.    |010|MIDWEST SPECIAL EDUCATION COOP.    |04|04|PK|||||||15|1||||15|75|Stevens                                      |PK-PK|50
12-13|75|Stevens                                      |0398|52|MIDWEST SPECIAL EDUCATION COOP.    |010|MIDWEST SPECIAL EDUCATION COOP.    |04|04|All Grades|||||||15|1||||15|75|Stevens                                      |PK-PK|50
12-13|41|Lincoln                                      |0402|01|HENDRICKS PUBLIC SCHOOL DISTRICT   |010|HENDRICKS ELEMENTARY               |06|08|PK|||||||1|1||||1|41|Lincoln                                      |PK-06|10
12-13|41|Lincoln                                      |0402|01|HENDRICKS PUBLIC SCHOOL DISTRICT   |010|HENDRICKS ELEMENTARY               |06|08|KG|10|6|3|||1|10|6|3|||1|41|Lincoln                                      |PK-06|10
12-13|41|Lincoln                                      |0402|01|HENDRICKS PUBLIC SCHOOL DISTRICT   |010|HENDRICKS ELEMENTARY               |06|08|01|13|2|1|||1|13|2|1|||1|41|Lincoln                                      |PK-06|10
12-13|41|Lincoln                                      |0402|01|HENDRICKS PUBLIC SCHOOL DISTRICT   |010|HENDRICKS ELEMENTARY               |06|08|02|8|5|1||||8|5|1||||41|Lincoln                                      |PK-06|10
12-13|41|Lincoln                                      |0402|01|HENDRICKS PUBLIC SCHOOL DISTRICT   |010|HENDRICKS ELEMENTARY               |06|08|03|6|3||||2|6|3||||2|41|Lincoln                                      |PK-06|10
12-13|41|Lincoln                                      |0402|01|HENDRICKS PUBLIC SCHOOL DISTRICT   |010|HENDRICKS ELEMENTARY               |06|08|04|9|5||1|1|1|9|5||1|1|1|41|Lincoln                                      |PK-06|10
12-13|41|Lincoln                                      |0402|01|HENDRICKS PUBLIC SCHOOL DISTRICT   |010|HENDRICKS ELEMENTARY               |06|08|05|11|3|2|||1|11|3|2|||1|41|Lincoln                                      |PK-06|10
12-13|41|Lincoln                                      |0402|01|HENDRICKS PUBLIC SCHOOL DISTRICT   |010|HENDRICKS ELEMENTARY               |06|08|06|7|3|1|||1|7|3|1|||1|41|Lincoln                                      |PK-06|10
12-13|41|Lincoln                                      |0402|01|HENDRICKS PUBLIC SCHOOL DISTRICT   |010|HENDRICKS ELEMENTARY               |06|08|All Grades|64|27|8|1|1|7|65|28|8|1|1|8|41|Lincoln                                      |PK-06|10
12-13|41|Lincoln                                      |0402|01|HENDRICKS PUBLIC SCHOOL DISTRICT   |020|HENDRICKS SECONDARY                |06|08|07|4|2|1||||4|2|1||||41|Lincoln                                      |07-12|33
12-13|41|Lincoln                                      |0402|01|HENDRICKS PUBLIC SCHOOL DISTRICT   |020|HENDRICKS SECONDARY                |06|08|08|4|3|||||4|3|||||41|Lincoln                                      |07-12|33
12-13|41|Lincoln                                      |0402|01|HENDRICKS PUBLIC SCHOOL DISTRICT   |020|HENDRICKS SECONDARY                |06|08|09|6|1|3|||2|6|1|3|||2|41|Lincoln                                      |07-12|33
12-13|41|Lincoln                                      |0402|01|HENDRICKS PUBLIC SCHOOL DISTRICT   |020|HENDRICKS SECONDARY                |06|08|10|8|2|2|||1|8|2|2|||1|41|Lincoln                                      |07-12|33
12-13|41|Lincoln                                      |0402|01|HENDRICKS PUBLIC SCHOOL DISTRICT   |020|HENDRICKS SECONDARY                |06|08|11|5|1||||1|5|1||||1|41|Lincoln                                      |07-12|33
12-13|41|Lincoln                                      |0402|01|HENDRICKS PUBLIC SCHOOL DISTRICT   |020|HENDRICKS SECONDARY                |06|08|12|8|3|1|||2|8|3|1|||2|41|Lincoln                                      |07-12|33
12-13|41|Lincoln                                      |0402|01|HENDRICKS PUBLIC SCHOOL DISTRICT   |020|HENDRICKS SECONDARY                |06|08|All Grades|35|12|7|||6|35|12|7|||6|41|Lincoln                                      |07-12|33
12-13|41|Lincoln                                      |0403|01|IVANHOE PUBLIC SCHOOL DISTRICT     |010|LINCOLN HI ELEMENTARY - IVANHOE    |06|08|PK|||||||3||1|||3|41|Lincoln                                      |PK-06|10
12-13|41|Lincoln                                      |0403|01|IVANHOE PUBLIC SCHOOL DISTRICT     |010|LINCOLN HI ELEMENTARY - IVANHOE    |06|08|KG|17|7|4|||3|17|7|4|||3|41|Lincoln                                      |PK-06|10
12-13|41|Lincoln                                      |0403|01|IVANHOE PUBLIC SCHOOL DISTRICT     |010|LINCOLN HI ELEMENTARY - IVANHOE    |06|08|01|14|3|2|||2|14|3|2|||2|41|Lincoln                                      |PK-06|10
12-13|41|Lincoln                                      |0403|01|IVANHOE PUBLIC SCHOOL DISTRICT     |010|LINCOLN HI ELEMENTARY - IVANHOE    |06|08|02|13|2|4|||2|13|2|4|||2|41|Lincoln                                      |PK-06|10
12-13|41|Lincoln                                      |0403|01|IVANHOE PUBLIC SCHOOL DISTRICT     |010|LINCOLN HI ELEMENTARY - IVANHOE    |06|08|03|17|6|4||||17|6|4||||41|Lincoln                                      |PK-06|10
12-13|41|Lincoln                                      |0403|01|IVANHOE PUBLIC SCHOOL DISTRICT     |010|LINCOLN HI ELEMENTARY - IVANHOE    |06|08|04|17|4|4|||1|17|4|4|||1|41|Lincoln                                      |PK-06|10
12-13|41|Lincoln                                      |0403|01|IVANHOE PUBLIC SCHOOL DISTRICT     |010|LINCOLN HI ELEMENTARY - IVANHOE    |06|08|05|12|2|3|||2|12|2|3|||2|41|Lincoln                                      |PK-06|10
12-13|41|Lincoln                                      |0403|01|IVANHOE PUBLIC SCHOOL DISTRICT     |010|LINCOLN HI ELEMENTARY - IVANHOE    |06|08|06|13|5|1||||13|5|1||||41|Lincoln                                      |PK-06|10
12-13|41|Lincoln                                      |0403|01|IVANHOE PUBLIC SCHOOL DISTRICT     |010|LINCOLN HI ELEMENTARY - IVANHOE    |06|08|All Grades|103|29|22|||10|106|29|23|||13|41|Lincoln                                      |PK-06|10
12-13|41|Lincoln                                      |0403|01|IVANHOE PUBLIC SCHOOL DISTRICT     |020|LINCOLN SECONDARY                  |06|08|07|16|2|3|||1|16|2|3|||1|41|Lincoln                                      |07-12|33
12-13|41|Lincoln                                      |0403|01|IVANHOE PUBLIC SCHOOL DISTRICT     |020|LINCOLN SECONDARY                  |06|08|08|9|3|1|||1|9|3|1|||1|41|Lincoln                                      |07-12|33
12-13|41|Lincoln                                      |0403|01|IVANHOE PUBLIC SCHOOL DISTRICT     |020|LINCOLN SECONDARY                  |06|08|09|8||1|||3|8||1|||3|41|Lincoln                                      |07-12|33
12-13|41|Lincoln                                      |0403|01|IVANHOE PUBLIC SCHOOL DISTRICT     |020|LINCOLN SECONDARY                  |06|08|10|22|6|1|||1|22|6|1|||1|41|Lincoln                                      |07-12|33
12-13|41|Lincoln                                      |0403|01|IVANHOE PUBLIC SCHOOL DISTRICT     |020|LINCOLN SECONDARY                  |06|08|11|24|3|2|||6|24|3|2|||6|41|Lincoln                                      |07-12|33
12-13|41|Lincoln                                      |0403|01|IVANHOE PUBLIC SCHOOL DISTRICT     |020|LINCOLN SECONDARY                  |06|08|12|15|4|1|||2|15|4|1|||2|41|Lincoln                                      |07-12|33
12-13|41|Lincoln                                      |0403|01|IVANHOE PUBLIC SCHOOL DISTRICT     |020|LINCOLN SECONDARY                  |06|08|All Grades|94|18|9|||14|94|18|9|||14|41|Lincoln                                      |07-12|33
12-13|41|Lincoln                                      |0404|01|LAKE BENTON PUBLIC SCHOOL DISTRICT |010|LAKE BENTON ELEMENTARY             |06|08|PK|||||||7|3|1|||7|41|Lincoln                                      |PK-06|10
12-13|41|Lincoln                                      |0404|01|LAKE BENTON PUBLIC SCHOOL DISTRICT |010|LAKE BENTON ELEMENTARY             |06|08|KG|18|4||||1|18|4||||1|41|Lincoln                                      |PK-06|10
12-13|41|Lincoln                                      |0404|01|LAKE BENTON PUBLIC SCHOOL DISTRICT |010|LAKE BENTON ELEMENTARY             |06|08|01|14|5|2|||3|14|5|2|||3|41|Lincoln                                      |PK-06|10
12-13|41|Lincoln                                      |0404|01|LAKE BENTON PUBLIC SCHOOL DISTRICT |010|LAKE BENTON ELEMENTARY             |06|08|02|14|2|2|||2|14|2|2|||2|41|Lincoln                                      |PK-06|10
12-13|41|Lincoln                                      |0404|01|LAKE BENTON PUBLIC SCHOOL DISTRICT |010|LAKE BENTON ELEMENTARY             |06|08|03|11|5|2|||4|11|5|2|||4|41|Lincoln                                      |PK-06|10
12-13|41|Lincoln                                      |0404|01|LAKE BENTON PUBLIC SCHOOL DISTRICT |010|LAKE BENTON ELEMENTARY             |06|08|04|15|5|2|||3|15|5|2|||3|41|Lincoln                                      |PK-06|10
12-13|41|Lincoln                                      |0404|01|LAKE BENTON PUBLIC SCHOOL DISTRICT |010|LAKE BENTON ELEMENTARY             |06|08|05|14|2||||1|14|2||||1|41|Lincoln                                      |PK-06|10
12-13|41|Lincoln                                      |0404|01|LAKE BENTON PUBLIC SCHOOL DISTRICT |010|LAKE BENTON ELEMENTARY             |06|08|06|12|5|1|||1|12|5|1|||1|41|Lincoln                                      |PK-06|10
12-13|41|Lincoln                                      |0404|01|LAKE BENTON PUBLIC SCHOOL DISTRICT |010|LAKE BENTON ELEMENTARY             |06|08|All Grades|98|28|9|||15|105|31|10|||22|41|Lincoln                                      |PK-06|10
12-13|42|Lyon                                         |0413|01|MARSHALL PUBLIC SCHOOL DISTRICT    |001|MARSHALL HIGH SCHOOL               |06|08|09|197|38|17|11|7|23|197|38|17|11|7|23|42|Lyon                                         |09-12|32
12-13|42|Lyon                                         |0413|01|MARSHALL PUBLIC SCHOOL DISTRICT    |001|MARSHALL HIGH SCHOOL               |06|08|10|179|33|11|10|10|19|179|33|11|10|10|19|42|Lyon                                         |09-12|32
12-13|42|Lyon                                         |0413|01|MARSHALL PUBLIC SCHOOL DISTRICT    |001|MARSHALL HIGH SCHOOL               |06|08|11|182|35|20|15|15|16|182|35|20|15|15|16|42|Lyon                                         |09-12|32
12-13|42|Lyon                                         |0413|01|MARSHALL PUBLIC SCHOOL DISTRICT    |001|MARSHALL HIGH SCHOOL               |06|08|12|203|42|12|13|12|18|203|42|12|13|12|18|42|Lyon                                         |09-12|32
12-13|42|Lyon                                         |0413|01|MARSHALL PUBLIC SCHOOL DISTRICT    |001|MARSHALL HIGH SCHOOL               |06|08|All Grades|761|148|60|49|44|76|761|148|60|49|44|76|42|Lyon                                         |09-12|32
12-13|42|Lyon                                         |0413|01|MARSHALL PUBLIC SCHOOL DISTRICT    |002|PARK SIDE ELEMENTARY               |06|08|PK|||||||54|16|2|||54|42|Lyon                                         |PK-02|10
12-13|42|Lyon                                         |0413|01|MARSHALL PUBLIC SCHOOL DISTRICT    |002|PARK SIDE ELEMENTARY               |06|08|KG|186|76|15|35|34|16|186|76|15|35|34|16|42|Lyon                                         |PK-02|10
12-13|42|Lyon                                         |0413|01|MARSHALL PUBLIC SCHOOL DISTRICT    |002|PARK SIDE ELEMENTARY               |06|08|01|181|70|10|30|30|19|181|70|10|30|30|19|42|Lyon                                         |PK-02|10
12-13|42|Lyon                                         |0413|01|MARSHALL PUBLIC SCHOOL DISTRICT    |002|PARK SIDE ELEMENTARY               |06|08|02|155|54|13|24|24|15|155|54|13|24|24|15|42|Lyon                                         |PK-02|10
12-13|42|Lyon                                         |0413|01|MARSHALL PUBLIC SCHOOL DISTRICT    |002|PARK SIDE ELEMENTARY               |06|08|All Grades|522|200|38|89|88|50|576|216|40|89|88|104|42|Lyon                                         |PK-02|10
12-13|42|Lyon                                         |0413|01|MARSHALL PUBLIC SCHOOL DISTRICT    |003|WEST SIDE ELEMENTARY               |06|08|03|163|59|12|30|24|29|163|59|12|30|24|29|42|Lyon                                         |03-04|10
12-13|42|Lyon                                         |0413|01|MARSHALL PUBLIC SCHOOL DISTRICT    |003|WEST SIDE ELEMENTARY               |06|08|04|129|45|13|20|20|21|129|45|13|20|20|21|42|Lyon                                         |03-04|10
12-13|42|Lyon                                         |0413|01|MARSHALL PUBLIC SCHOOL DISTRICT    |003|WEST SIDE ELEMENTARY               |06|08|All Grades|292|104|25|50|44|50|292|104|25|50|44|50|42|Lyon                                         |03-04|10
12-13|42|Lyon                                         |0413|01|MARSHALL PUBLIC SCHOOL DISTRICT    |006|MARSHALL MIDDLE SCHOOL             |06|08|05|157|49|19|17|13|28|157|49|19|17|13|28|42|Lyon                                         |05-08|20
12-13|42|Lyon                                         |0413|01|MARSHALL PUBLIC SCHOOL DISTRICT    |006|MARSHALL MIDDLE SCHOOL             |06|08|06|146|39|7|9|9|22|146|39|7|9|9|22|42|Lyon                                         |05-08|20
12-13|42|Lyon                                         |0413|01|MARSHALL PUBLIC SCHOOL DISTRICT    |006|MARSHALL MIDDLE SCHOOL             |06|08|07|147|46|12|7|6|22|147|46|12|7|6|22|42|Lyon                                         |05-08|20
12-13|42|Lyon                                         |0413|01|MARSHALL PUBLIC SCHOOL DISTRICT    |006|MARSHALL MIDDLE SCHOOL             |06|08|08|132|45|5|9|9|22|132|45|5|9|9|22|42|Lyon                                         |05-08|20
12-13|42|Lyon                                         |0413|01|MARSHALL PUBLIC SCHOOL DISTRICT    |006|MARSHALL MIDDLE SCHOOL             |06|08|All Grades|582|179|43|42|37|94|582|179|43|42|37|94|42|Lyon                                         |05-08|20
12-13|42|Lyon                                         |0413|01|MARSHALL PUBLIC SCHOOL DISTRICT    |008|MEC LEARNING ALTERNATIVES          |06|08|09|6|5||2|2|1|6|5||2|2|1|42|Lyon                                         |09-12|41
12-13|42|Lyon                                         |0413|01|MARSHALL PUBLIC SCHOOL DISTRICT    |008|MEC LEARNING ALTERNATIVES          |06|08|10|22|13|5|1|1|2|22|13|5|1|1|2|42|Lyon                                         |09-12|41
12-13|42|Lyon                                         |0413|01|MARSHALL PUBLIC SCHOOL DISTRICT    |008|MEC LEARNING ALTERNATIVES          |06|08|11|23|12|2|2|2|7|23|12|2|2|2|7|42|Lyon                                         |09-12|41
12-13|42|Lyon                                         |0413|01|MARSHALL PUBLIC SCHOOL DISTRICT    |008|MEC LEARNING ALTERNATIVES          |06|08|12|8|5||||1|8|5||||1|42|Lyon                                         |09-12|41
12-13|42|Lyon                                         |0413|01|MARSHALL PUBLIC SCHOOL DISTRICT    |008|MEC LEARNING ALTERNATIVES          |06|08|All Grades|59|35|7|5|5|11|59|35|7|5|5|11|42|Lyon                                         |09-12|41
12-13|42|Lyon                                         |0414|01|MINNEOTA PUBLIC SCHOOL DISTRICT    |001|MINNEOTA ELEMENTARY                |06|08|PK|||||||16|10||||16|42|Lyon                                         |PK-06|10
12-13|42|Lyon                                         |0414|01|MINNEOTA PUBLIC SCHOOL DISTRICT    |001|MINNEOTA ELEMENTARY                |06|08|KG|27|10||3|3|5|27|10||3|3|5|42|Lyon                                         |PK-06|10
12-13|42|Lyon                                         |0414|01|MINNEOTA PUBLIC SCHOOL DISTRICT    |001|MINNEOTA ELEMENTARY                |06|08|01|29|12|3|4|4|8|29|12|3|4|4|8|42|Lyon                                         |PK-06|10
12-13|42|Lyon                                         |0414|01|MINNEOTA PUBLIC SCHOOL DISTRICT    |001|MINNEOTA ELEMENTARY                |06|08|02|24|8|4|3|3|2|24|8|4|3|3|2|42|Lyon                                         |PK-06|10
12-13|42|Lyon                                         |0414|01|MINNEOTA PUBLIC SCHOOL DISTRICT    |001|MINNEOTA ELEMENTARY                |06|08|03|33|13|4|4|4|6|33|13|4|4|4|6|42|Lyon                                         |PK-06|10
12-13|42|Lyon                                         |0414|01|MINNEOTA PUBLIC SCHOOL DISTRICT    |001|MINNEOTA ELEMENTARY                |06|08|04|28|12|5|3|3|8|28|12|5|3|3|8|42|Lyon                                         |PK-06|10
12-13|42|Lyon                                         |0414|01|MINNEOTA PUBLIC SCHOOL DISTRICT    |001|MINNEOTA ELEMENTARY                |06|08|05|30|9|3|1|1|8|30|9|3|1|1|8|42|Lyon                                         |PK-06|10
12-13|42|Lyon                                         |0414|01|MINNEOTA PUBLIC SCHOOL DISTRICT    |001|MINNEOTA ELEMENTARY                |06|08|06|28|9|3|3|3|5|28|9|3|3|3|5|42|Lyon                                         |PK-06|10
12-13|42|Lyon                                         |0414|01|MINNEOTA PUBLIC SCHOOL DISTRICT    |001|MINNEOTA ELEMENTARY                |06|08|All Grades|199|73|22|21|21|42|215|83|22|21|21|58|42|Lyon                                         |PK-06|10
12-13|42|Lyon                                         |0414|01|MINNEOTA PUBLIC SCHOOL DISTRICT    |002|MINNEOTA SECONDARY                 |06|08|07|36|15|4|3|3|9|36|15|4|3|3|9|42|Lyon                                         |07-12|33
12-13|42|Lyon                                         |0414|01|MINNEOTA PUBLIC SCHOOL DISTRICT    |002|MINNEOTA SECONDARY                 |06|08|08|24|8|1|||3|24|8|1|||3|42|Lyon                                         |07-12|33
12-13|42|Lyon                                         |0414|01|MINNEOTA PUBLIC SCHOOL DISTRICT    |002|MINNEOTA SECONDARY                 |06|08|09|43|13|3|4|4|10|43|13|3|4|4|10|42|Lyon                                         |07-12|33
12-13|42|Lyon                                         |0414|01|MINNEOTA PUBLIC SCHOOL DISTRICT    |002|MINNEOTA SECONDARY                 |06|08|10|58|14|3|1|1|7|58|14|3|1|1|7|42|Lyon                                         |07-12|33
12-13|42|Lyon                                         |0414|01|MINNEOTA PUBLIC SCHOOL DISTRICT    |002|MINNEOTA SECONDARY                 |06|08|11|30|6|1|2|2|3|30|6|1|2|2|3|42|Lyon                                         |07-12|33
12-13|42|Lyon                                         |0414|01|MINNEOTA PUBLIC SCHOOL DISTRICT    |002|MINNEOTA SECONDARY                 |06|08|12|32|5|4|||2|32|5|4|||2|42|Lyon                                         |07-12|33
12-13|42|Lyon                                         |0414|01|MINNEOTA PUBLIC SCHOOL DISTRICT    |002|MINNEOTA SECONDARY                 |06|08|All Grades|223|61|16|10|10|34|223|61|16|10|10|34|42|Lyon                                         |07-12|33
12-13|42|Lyon                                         |0415|01|LYND PUBLIC SCHOOL DISTRICT        |010|LYND ELEMENTARY                    |06|08|PK|||||||7|5||1|1|7|42|Lyon                                         |PK-08|10
12-13|42|Lyon                                         |0415|01|LYND PUBLIC SCHOOL DISTRICT        |010|LYND ELEMENTARY                    |06|08|KG|26|14|3|7|7|5|26|14|3|7|7|5|42|Lyon                                         |PK-08|10
12-13|42|Lyon                                         |0415|01|LYND PUBLIC SCHOOL DISTRICT        |010|LYND ELEMENTARY                    |06|08|01|11|7|1|2|2||11|7|1|2|2||42|Lyon                                         |PK-08|10
12-13|42|Lyon                                         |0415|01|LYND PUBLIC SCHOOL DISTRICT        |010|LYND ELEMENTARY                    |06|08|02|8|7||3|3|1|8|7||3|3|1|42|Lyon                                         |PK-08|10
12-13|42|Lyon                                         |0415|01|LYND PUBLIC SCHOOL DISTRICT        |010|LYND ELEMENTARY                    |06|08|03|11|4|1|4|4|1|11|4|1|4|4|1|42|Lyon                                         |PK-08|10
12-13|42|Lyon                                         |0415|01|LYND PUBLIC SCHOOL DISTRICT        |010|LYND ELEMENTARY                    |06|08|04|11|6||2|2|3|11|6||2|2|3|42|Lyon                                         |PK-08|10
12-13|42|Lyon                                         |0415|01|LYND PUBLIC SCHOOL DISTRICT        |010|LYND ELEMENTARY                    |06|08|05|13|7|2|5|5|1|13|7|2|5|5|1|42|Lyon                                         |PK-08|10
12-13|42|Lyon                                         |0415|01|LYND PUBLIC SCHOOL DISTRICT        |010|LYND ELEMENTARY                    |06|08|06|12|9|1|4|4|1|12|9|1|4|4|1|42|Lyon                                         |PK-08|10
12-13|42|Lyon                                         |0415|01|LYND PUBLIC SCHOOL DISTRICT        |010|LYND ELEMENTARY                    |06|08|07|13|8||6|6|2|13|8||6|6|2|42|Lyon                                         |PK-08|10
12-13|42|Lyon                                         |0415|01|LYND PUBLIC SCHOOL DISTRICT        |010|LYND ELEMENTARY                    |06|08|08|9|7||3|3|1|9|7||3|3|1|42|Lyon                                         |PK-08|10
12-13|42|Lyon                                         |0415|01|LYND PUBLIC SCHOOL DISTRICT        |010|LYND ELEMENTARY                    |06|08|All Grades|114|69|8|36|36|15|121|74|8|37|37|22|42|Lyon                                         |PK-08|10
12-13|43|McLeod                                       |0423|01|HUTCHINSON PUBLIC SCHOOL DISTRICT  |010|HUTCHINSON PARK ELEMENTARY         |06|06E|02|232|60|23|6|6|25|232|60|23|6|6|25|43|McLeod                                       |02-05|10
12-13|43|McLeod                                       |0423|01|HUTCHINSON PUBLIC SCHOOL DISTRICT  |010|HUTCHINSON PARK ELEMENTARY         |06|06E|03|225|57|19|8|8|28|225|57|19|8|8|28|43|McLeod                                       |02-05|10
12-13|43|McLeod                                       |0423|01|HUTCHINSON PUBLIC SCHOOL DISTRICT  |010|HUTCHINSON PARK ELEMENTARY         |06|06E|04|219|49|13|6|6|22|219|49|13|6|6|22|43|McLeod                                       |02-05|10
12-13|43|McLeod                                       |0423|01|HUTCHINSON PUBLIC SCHOOL DISTRICT  |010|HUTCHINSON PARK ELEMENTARY         |06|06E|05|215|60|17|9|9|41|215|60|17|9|9|41|43|McLeod                                       |02-05|10
12-13|43|McLeod                                       |0423|01|HUTCHINSON PUBLIC SCHOOL DISTRICT  |010|HUTCHINSON PARK ELEMENTARY         |06|06E|All Grades|891|226|72|29|29|116|891|226|72|29|29|116|43|McLeod                                       |02-05|10
12-13|43|McLeod                                       |0423|01|HUTCHINSON PUBLIC SCHOOL DISTRICT  |020|HUTCHINSON MIDDLE                  |06|06E|06|198|39|15|6|6|28|198|39|15|6|6|28|43|McLeod                                       |06-08|20
12-13|43|McLeod                                       |0423|01|HUTCHINSON PUBLIC SCHOOL DISTRICT  |020|HUTCHINSON MIDDLE                  |06|06E|07|235|47|9|2|2|27|235|47|9|2|2|27|43|McLeod                                       |06-08|20
12-13|43|McLeod                                       |0423|01|HUTCHINSON PUBLIC SCHOOL DISTRICT  |020|HUTCHINSON MIDDLE                  |06|06E|08|217|39|12|8|8|22|217|39|12|8|8|22|43|McLeod                                       |06-08|20
12-13|43|McLeod                                       |0423|01|HUTCHINSON PUBLIC SCHOOL DISTRICT  |020|HUTCHINSON MIDDLE                  |06|06E|All Grades|650|125|36|16|16|77|650|125|36|16|16|77|43|McLeod                                       |06-08|20
12-13|43|McLeod                                       |0423|01|HUTCHINSON PUBLIC SCHOOL DISTRICT  |030|HUTCHINSON SENIOR HIGH             |06|06E|09|204|33|20|2||16|204|33|20|2||16|43|McLeod                                       |09-12|32
