DataYear|DistrictCountyNumber|DistrictCountyName|districtNumber|districtType|DistrictName|schoolNumber|SchoolName|ECSUNumber|EconomicDevelopmentRegion|Grade|AMI_Male|AMI_Female|API_Male|API_Female|HIS_Male|HIS_Female|BLK_Male|BLK_Female|WHT_Male|WHT_Female|TotalMale|TotalFemale|TotalMinority|TotalStudents|Entity|MinMaxGrade|SchoolLocationCountyNumber|SchoolLocationCountyName|SchoolClassification
12-13|10|Carver                                       |0112|01|EASTERN CARVER COUNTY PUBLIC SCHOOL|511|CLOVER RIDGE ELEMENTARY            |11|11|03|1|1|6|2|4|1|4|2|63|58|78|64|21|142|School|01-05|10|Carver                                       |10
12-13|10|Carver                                       |0112|01|EASTERN CARVER COUNTY PUBLIC SCHOOL|511|CLOVER RIDGE ELEMENTARY            |11|11|04|1|0|7|7|4|3|3|4|60|61|75|75|29|150|School|01-05|10|Carver                                       |10
12-13|10|Carver                                       |0112|01|EASTERN CARVER COUNTY PUBLIC SCHOOL|511|CLOVER RIDGE ELEMENTARY            |11|11|05|0|0|7|4|3|2|4|1|64|43|78|50|21|128|School|01-05|10|Carver                                       |10
12-13|10|Carver                                       |0112|01|EASTERN CARVER COUNTY PUBLIC SCHOOL|511|CLOVER RIDGE ELEMENTARY            |11|11|All Grades|2|2|29|29|16|12|15|14|304|278|366|335|119|701|School|01-05|10|Carver                                       |10
12-13|10|Carver                                       |0112|01|EASTERN CARVER COUNTY PUBLIC SCHOOL|512|VICTORIA ELEMENTARY                |11|11|KG|1|0|0|0|1|3|3|0|32|25|37|28|8|65|School|KG-05|10|Carver                                       |10
12-13|10|Carver                                       |0112|01|EASTERN CARVER COUNTY PUBLIC SCHOOL|512|VICTORIA ELEMENTARY                |11|11|01|0|0|2|0|2|3|3|1|61|42|68|46|11|114|School|KG-05|10|Carver                                       |10
12-13|10|Carver                                       |0112|01|EASTERN CARVER COUNTY PUBLIC SCHOOL|512|VICTORIA ELEMENTARY                |11|11|02|0|0|5|1|6|5|0|2|51|42|62|50|19|112|School|KG-05|10|Carver                                       |10
12-13|10|Carver                                       |0112|01|EASTERN CARVER COUNTY PUBLIC SCHOOL|512|VICTORIA ELEMENTARY                |11|11|03|1|0|1|1|8|4|1|3|67|62|78|70|19|148|School|KG-05|10|Carver                                       |10
12-13|10|Carver                                       |0112|01|EASTERN CARVER COUNTY PUBLIC SCHOOL|512|VICTORIA ELEMENTARY                |11|11|04|0|0|2|2|6|5|0|0|68|42|76|49|15|125|School|KG-05|10|Carver                                       |10
12-13|10|Carver                                       |0112|01|EASTERN CARVER COUNTY PUBLIC SCHOOL|512|VICTORIA ELEMENTARY                |11|11|05|0|0|2|0|7|5|0|2|48|44|57|51|16|108|School|KG-05|10|Carver                                       |10
12-13|10|Carver                                       |0112|01|EASTERN CARVER COUNTY PUBLIC SCHOOL|512|VICTORIA ELEMENTARY                |11|11|All Grades|2|0|12|4|30|25|7|8|327|257|378|294|88|672|School|KG-05|10|Carver                                       |10
12-13|10|Carver                                       |0112|01|EASTERN CARVER COUNTY PUBLIC SCHOOL|513|JONATHAN ELEMENTARY                |11|11|KG|0|0|1|1|2|1|1|2|19|17|23|21|8|44|School|KG-05|10|Carver                                       |10
12-13|10|Carver                                       |0112|01|EASTERN CARVER COUNTY PUBLIC SCHOOL|513|JONATHAN ELEMENTARY                |11|11|01|0|0|2|5|4|2|3|3|44|31|53|41|19|94|School|KG-05|10|Carver                                       |10
12-13|10|Carver                                       |0112|01|EASTERN CARVER COUNTY PUBLIC SCHOOL|513|JONATHAN ELEMENTARY                |11|11|02|1|0|0|2|6|4|5|1|30|50|42|57|19|99|School|KG-05|10|Carver                                       |10
12-13|10|Carver                                       |0112|01|EASTERN CARVER COUNTY PUBLIC SCHOOL|513|JONATHAN ELEMENTARY                |11|11|03|0|0|3|2|4|7|2|1|47|46|56|56|19|112|School|KG-05|10|Carver                                       |10
12-13|10|Carver                                       |0112|01|EASTERN CARVER COUNTY PUBLIC SCHOOL|513|JONATHAN ELEMENTARY                |11|11|04|0|0|3|4|5|1|0|0|47|36|55|41|13|96|School|KG-05|10|Carver                                       |10
12-13|10|Carver                                       |0112|01|EASTERN CARVER COUNTY PUBLIC SCHOOL|513|JONATHAN ELEMENTARY                |11|11|05|0|0|4|3|3|7|1|1|46|35|54|46|19|100|School|KG-05|10|Carver                                       |10
12-13|10|Carver                                       |0112|01|EASTERN CARVER COUNTY PUBLIC SCHOOL|513|JONATHAN ELEMENTARY                |11|11|All Grades|1|0|13|17|24|22|12|8|233|215|283|262|97|545|School|KG-05|10|Carver                                       |10
12-13|11|Cass                                         |0113|01|WALKER-HACKENSACK-AKELEY SCHL. DIST|010|W.H.A. ELEMENTARY                  |05|05|PK|5|1|1|0|0|0|0|0|4|3|10|4|7|14|School|PK-06|11|Cass                                         |10
12-13|11|Cass                                         |0113|01|WALKER-HACKENSACK-AKELEY SCHL. DIST|010|W.H.A. ELEMENTARY                  |05|05|KG|7|4|0|0|1|2|0|1|21|27|29|34|15|63|School|PK-06|11|Cass                                         |10
12-13|11|Cass                                         |0113|01|WALKER-HACKENSACK-AKELEY SCHL. DIST|010|W.H.A. ELEMENTARY                  |05|05|01|9|6|1|0|1|1|0|0|22|14|33|21|18|54|School|PK-06|11|Cass                                         |10
12-13|11|Cass                                         |0113|01|WALKER-HACKENSACK-AKELEY SCHL. DIST|010|W.H.A. ELEMENTARY                  |05|05|02|4|8|0|0|0|0|0|0|21|23|25|31|12|56|School|PK-06|11|Cass                                         |10
12-13|11|Cass                                         |0113|01|WALKER-HACKENSACK-AKELEY SCHL. DIST|010|W.H.A. ELEMENTARY                  |05|05|03|6|12|0|0|1|0|0|1|15|27|22|40|20|62|School|PK-06|11|Cass                                         |10
12-13|11|Cass                                         |0113|01|WALKER-HACKENSACK-AKELEY SCHL. DIST|010|W.H.A. ELEMENTARY                  |05|05|04|9|6|2|0|1|0|0|0|29|23|41|29|18|70|School|PK-06|11|Cass                                         |10
12-13|11|Cass                                         |0113|01|WALKER-HACKENSACK-AKELEY SCHL. DIST|010|W.H.A. ELEMENTARY                  |05|05|05|8|3|1|0|0|0|0|0|27|20|36|23|12|59|School|PK-06|11|Cass                                         |10
12-13|11|Cass                                         |0113|01|WALKER-HACKENSACK-AKELEY SCHL. DIST|010|W.H.A. ELEMENTARY                  |05|05|06|6|9|0|0|0|0|0|0|35|20|41|29|15|70|School|PK-06|11|Cass                                         |10
12-13|11|Cass                                         |0113|01|WALKER-HACKENSACK-AKELEY SCHL. DIST|010|W.H.A. ELEMENTARY                  |05|05|All Grades|54|49|5|0|4|3|0|2|174|157|237|211|117|448|School|PK-06|11|Cass                                         |10
12-13|11|Cass                                         |0113|01|WALKER-HACKENSACK-AKELEY SCHL. DIST|020|WALKER-HACKENSACK-AKELEY SEC.      |05|05|07|5|7|0|0|0|0|0|0|30|27|35|34|12|69|School|07-12|11|Cass                                         |33
12-13|11|Cass                                         |0113|01|WALKER-HACKENSACK-AKELEY SCHL. DIST|020|WALKER-HACKENSACK-AKELEY SEC.      |05|05|08|10|7|1|1|1|0|0|0|24|15|36|23|20|59|School|07-12|11|Cass                                         |33
12-13|11|Cass                                         |0113|01|WALKER-HACKENSACK-AKELEY SCHL. DIST|020|WALKER-HACKENSACK-AKELEY SEC.      |05|05|09|4|6|0|0|0|0|0|0|29|29|33|35|10|68|School|07-12|11|Cass                                         |33
12-13|11|Cass                                         |0113|01|WALKER-HACKENSACK-AKELEY SCHL. DIST|020|WALKER-HACKENSACK-AKELEY SEC.      |05|05|10|4|5|0|1|1|0|0|0|22|24|27|30|11|57|School|07-12|11|Cass                                         |33
12-13|11|Cass                                         |0113|01|WALKER-HACKENSACK-AKELEY SCHL. DIST|020|WALKER-HACKENSACK-AKELEY SEC.      |05|05|11|2|3|2|0|0|0|0|0|28|12|32|15|7|47|School|07-12|11|Cass                                         |33
12-13|11|Cass                                         |0113|01|WALKER-HACKENSACK-AKELEY SCHL. DIST|020|WALKER-HACKENSACK-AKELEY SEC.      |05|05|12|2|2|0|1|0|0|0|0|25|16|27|19|5|46|School|07-12|11|Cass                                         |33
12-13|11|Cass                                         |0113|01|WALKER-HACKENSACK-AKELEY SCHL. DIST|020|WALKER-HACKENSACK-AKELEY SEC.      |05|05|All Grades|27|30|3|3|2|0|0|0|158|123|190|156|65|346|School|07-12|11|Cass                                         |33
12-13|11|Cass                                         |0115|01|CASS LAKE-BENA PUBLIC SCHOOLS      |010|CASS LAKE-BENA ELEMENTARY          |05|05|PK|7|3|0|0|0|0|0|0|0|1|7|4|10|11|School|PK-04|11|Cass                                         |10
12-13|11|Cass                                         |0115|01|CASS LAKE-BENA PUBLIC SCHOOLS      |010|CASS LAKE-BENA ELEMENTARY          |05|05|KG|57|49|0|0|0|3|0|0|6|5|63|57|109|120|School|PK-04|11|Cass                                         |10
12-13|11|Cass                                         |0115|01|CASS LAKE-BENA PUBLIC SCHOOLS      |010|CASS LAKE-BENA ELEMENTARY          |05|05|01|41|51|1|1|1|0|0|0|5|5|48|57|95|105|School|PK-04|11|Cass                                         |10
12-13|11|Cass                                         |0115|01|CASS LAKE-BENA PUBLIC SCHOOLS      |010|CASS LAKE-BENA ELEMENTARY          |05|05|02|58|37|1|0|1|0|0|0|6|6|66|43|97|109|School|PK-04|11|Cass                                         |10
12-13|11|Cass                                         |0115|01|CASS LAKE-BENA PUBLIC SCHOOLS      |010|CASS LAKE-BENA ELEMENTARY          |05|05|03|56|42|2|1|0|1|1|0|2|3|61|47|103|108|School|PK-04|11|Cass                                         |10
12-13|11|Cass                                         |0115|01|CASS LAKE-BENA PUBLIC SCHOOLS      |010|CASS LAKE-BENA ELEMENTARY          |05|05|04|38|43|1|1|0|1|0|0|6|4|45|49|84|94|School|PK-04|11|Cass                                         |10
12-13|11|Cass                                         |0115|01|CASS LAKE-BENA PUBLIC SCHOOLS      |010|CASS LAKE-BENA ELEMENTARY          |05|05|All Grades|257|225|5|3|2|5|1|0|25|24|290|257|498|547|School|PK-04|11|Cass                                         |10
12-13|11|Cass                                         |0115|01|CASS LAKE-BENA PUBLIC SCHOOLS      |020|CASS LAKE-BENA MIDDLE SCHOOL       |05|05|05|52|36|0|0|0|0|1|0|2|2|55|38|89|93|School|05-08|11|Cass                                         |20
12-13|11|Cass                                         |0115|01|CASS LAKE-BENA PUBLIC SCHOOLS      |020|CASS LAKE-BENA MIDDLE SCHOOL       |05|05|06|43|34|1|0|0|1|1|0|2|0|47|35|80|82|School|05-08|11|Cass                                         |20
12-13|11|Cass                                         |0115|01|CASS LAKE-BENA PUBLIC SCHOOLS      |020|CASS LAKE-BENA MIDDLE SCHOOL       |05|05|07|41|35|0|0|0|0|0|0|1|3|42|38|76|80|School|05-08|11|Cass                                         |20
12-13|11|Cass                                         |0115|01|CASS LAKE-BENA PUBLIC SCHOOLS      |020|CASS LAKE-BENA MIDDLE SCHOOL       |05|05|08|32|27|0|0|0|0|0|2|1|2|33|31|61|64|School|05-08|11|Cass                                         |20
12-13|11|Cass                                         |0115|01|CASS LAKE-BENA PUBLIC SCHOOLS      |020|CASS LAKE-BENA MIDDLE SCHOOL       |05|05|All Grades|168|132|1|0|0|1|2|2|6|7|177|142|306|319|School|05-08|11|Cass                                         |20
